Campaign,Ad Group,Keyword,Criterion Type,Final URL,Path 1,Path 2,Sitelink text,Sitelink Final URL,Sitelink Description 1,Sitelink Description 2,Callout text,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4
2. Kids & Beginners (General),2.2. Kids Gym (Broad),girls gymnastics classes,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Kids & Beginners (General),2.2. Kids Gym (Broad),gymnastics for 4 year olds,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Kids & Beginners (General),2.3. Toddlers & Beginners,toddler gymnastics near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Kids & Beginners (General),2.3. Toddlers & Beginners,toddler gymnastics redwood city,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Kids & Beginners (General),2.3. Toddlers & Beginners,beginner gymnastics classes,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Kids & Beginners (General),2.3. Toddlers & Beginners,gymnastics for beginners,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Kids & Beginners (General),2.4. Kids Gym Geo,kids gymnastics san mateo,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Kids & Beginners (General),2.4. Kids Gym Geo,toddler gymnastics palo alto,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Kids & Beginners (General),2.4. Kids Gym Geo,gymnastics for kids belmont,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
3. High-Intent / Trial,3.1. Trial Classes,rhythmic gymnastics trial class,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
3. High-Intent / Trial,3.1. Trial Classes,gymnastics trial class near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
3. High-Intent / Trial,3.1. Trial Classes,gymnastics free trial redwood city,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
3. High-Intent / Trial,3.2. Cost & Pricing,rhythmic gymnastics classes cost,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
3. High-Intent / Trial,3.2. Cost & Pricing,rhythmic gymnastics tuition,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Brand Protection,4.1. Bravo Gymnastics,bravo gymnastics,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Brand Protection,4.1. Bravo Gymnastics,bravo gymnastics,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Brand Protection,4.1. Bravo Gymnastics,bravo rhythmic gymnastics,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Brand Protection,4.1. Bravo Gymnastics,bravo rhythmic gymnastics,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Brand Protection,4.1. Bravo Gymnastics,bravo rhythmic gymnastics redwood city,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Brand Protection,4.1. Bravo Gymnastics,bravo rhythmic gymnastics schedule,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
5. Competitors,5.1. California Rhythms,california rhythms,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
5. Competitors,5.1. California Rhythms,california rhythmic gymnastics,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
5. Competitors,5.2. Dianas Rhythmic Club,dianas rhythmic club,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
5. Competitors,5.2. Dianas Rhythmic Club,diana rhythmic gymnastics,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
5. Competitors,5.3. Gold Star Gym,gold star gym gymnastics,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
5. Competitors,5.4. RGMIG,rgmig,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
5. Competitors,5.4. RGMIG,rgmigusa,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Kids & Beginners (General),2.3. Toddlers & Beginners,,,https://learn.bravorhythmic.com/trial,Classes,Free-Trial,,,,,,Rhythmic Gymnastics Classes,Bravo Rhythmic Gymnastics,Gymnastics in Redwood City,Book a Free Trial Class,Rhythmic Gymnastics Near You,Kids Gymnastics Classes,Beginner Gymnastics Classes,Join Our Gymnastics Studio,Top Gymnastics Bay Area,Rhythmic Gymnastics For Kids,Classes For Ages 4 and Up,Professional Gym Coaches,Try A Free Gymnastics Class,Sign Up For A Free Trial,Peninsula & South Bay Gym,Welcome to Bravo Rhythmic Gymnastics! Book a free trial class for your child today.,Professional rhythmic gymnastics classes in Redwood City for kids of all skill levels.,"Build confidence, flexibility, and grace. Conveniently located for Bay Area families.",Beginners welcome! Start your child's gymnastics journey with a free 60-minute trial.
3. High-Intent / Trial,3.1. Trial Classes,,,https://learn.bravorhythmic.com/trial,Classes,Free-Trial,,,,,,Rhythmic Gymnastics Classes,Bravo Rhythmic Gymnastics,Gymnastics in Redwood City,Book a Free Trial Class,Rhythmic Gymnastics Near You,Kids Gymnastics Classes,Beginner Gymnastics Classes,Join Our Gymnastics Studio,Top Gymnastics Bay Area,Rhythmic Gymnastics For Kids,Classes For Ages 4 and Up,Professional Gym Coaches,Try A Free Gymnastics Class,Sign Up For A Free Trial,Peninsula & South Bay Gym,Welcome to Bravo Rhythmic Gymnastics! Book a free trial class for your child today.,Professional rhythmic gymnastics classes in Redwood City for kids of all skill levels.,"Build confidence, flexibility, and grace. Conveniently located for Bay Area families.",Beginners welcome! Start your child's gymnastics journey with a free 60-minute trial.
5. Competitors,5.3. Gold Star Gym,,,https://learn.bravorhythmic.com/trial,Classes,Free-Trial,,,,,,Rhythmic Gymnastics Classes,Bravo Rhythmic Gymnastics,Gymnastics in Redwood City,Book a Free Trial Class,Rhythmic Gymnastics Near You,Kids Gymnastics Classes,Beginner Gymnastics Classes,Join Our Gymnastics Studio,Top Gymnastics Bay Area,Rhythmic Gymnastics For Kids,Classes For Ages 4 and Up,Professional Gym Coaches,Try A Free Gymnastics Class,Sign Up For A Free Trial,Peninsula & South Bay Gym,Welcome to Bravo Rhythmic Gymnastics! Book a free trial class for your child today.,Professional rhythmic gymnastics classes in Redwood City for kids of all skill levels.,"Build confidence, flexibility, and grace. Conveniently located for Bay Area families.",Beginners welcome! Start your child's gymnastics journey with a free 60-minute trial.
5. Competitors,5.1. California Rhythms,,,https://learn.bravorhythmic.com/trial,Classes,Free-Trial,,,,,,Rhythmic Gymnastics Classes,Bravo Rhythmic Gymnastics,Gymnastics in Redwood City,Book a Free Trial Class,Rhythmic Gymnastics Near You,Kids Gymnastics Classes,Beginner Gymnastics Classes,Join Our Gymnastics Studio,Top Gymnastics Bay Area,Rhythmic Gymnastics For Kids,Classes For Ages 4 and Up,Professional Gym Coaches,Try A Free Gymnastics Class,Sign Up For A Free Trial,Peninsula & South Bay Gym,Welcome to Bravo Rhythmic Gymnastics! Book a free trial class for your child today.,Professional rhythmic gymnastics classes in Redwood City for kids of all skill levels.,"Build confidence, flexibility, and grace. Conveniently located for Bay Area families.",Beginners welcome! Start your child's gymnastics journey with a free 60-minute trial.
4. Brand Protection,4.1. Bravo Gymnastics,,,https://learn.bravorhythmic.com/trial,Classes,Free-Trial,,,,,,Rhythmic Gymnastics Classes,Bravo Rhythmic Gymnastics,Gymnastics in Redwood City,Book a Free Trial Class,Rhythmic Gymnastics Near You,Kids Gymnastics Classes,Beginner Gymnastics Classes,Join Our Gymnastics Studio,Top Gymnastics Bay Area,Rhythmic Gymnastics For Kids,Classes For Ages 4 and Up,Professional Gym Coaches,Try A Free Gymnastics Class,Sign Up For A Free Trial,Peninsula & South Bay Gym,Welcome to Bravo Rhythmic Gymnastics! Book a free trial class for your child today.,Professional rhythmic gymnastics classes in Redwood City for kids of all skill levels.,"Build confidence, flexibility, and grace. Conveniently located for Bay Area families.",Beginners welcome! Start your child's gymnastics journey with a free 60-minute trial.
1. Local Core (Rhythmic),1.3. Geo Targets (Tier 1),,,https://learn.bravorhythmic.com/trial,Classes,Free-Trial,,,,,,Rhythmic Gymnastics Classes,Bravo Rhythmic Gymnastics,Gymnastics in Redwood City,Book a Free Trial Class,Rhythmic Gymnastics Near You,Kids Gymnastics Classes,Beginner Gymnastics Classes,Join Our Gymnastics Studio,Top Gymnastics Bay Area,Rhythmic Gymnastics For Kids,Classes For Ages 4 and Up,Professional Gym Coaches,Try A Free Gymnastics Class,Sign Up For A Free Trial,Peninsula & South Bay Gym,Welcome to Bravo Rhythmic Gymnastics! Book a free trial class for your child today.,Professional rhythmic gymnastics classes in Redwood City for kids of all skill levels.,"Build confidence, flexibility, and grace. Conveniently located for Bay Area families.",Beginners welcome! Start your child's gymnastics journey with a free 60-minute trial.
2. Kids & Beginners (General),2.2. Kids Gym (Broad),,,https://learn.bravorhythmic.com/trial,Classes,Free-Trial,,,,,,Rhythmic Gymnastics Classes,Bravo Rhythmic Gymnastics,Gymnastics in Redwood City,Book a Free Trial Class,Rhythmic Gymnastics Near You,Kids Gymnastics Classes,Beginner Gymnastics Classes,Join Our Gymnastics Studio,Top Gymnastics Bay Area,Rhythmic Gymnastics For Kids,Classes For Ages 4 and Up,Professional Gym Coaches,Try A Free Gymnastics Class,Sign Up For A Free Trial,Peninsula & South Bay Gym,Welcome to Bravo Rhythmic Gymnastics! Book a free trial class for your child today.,Professional rhythmic gymnastics classes in Redwood City for kids of all skill levels.,"Build confidence, flexibility, and grace. Conveniently located for Bay Area families.",Beginners welcome! Start your child's gymnastics journey with a free 60-minute trial.
2. Kids & Beginners (General),2.4. Kids Gym Geo,,,https://learn.bravorhythmic.com/trial,Classes,Free-Trial,,,,,,Rhythmic Gymnastics Classes,Bravo Rhythmic Gymnastics,Gymnastics in Redwood City,Book a Free Trial Class,Rhythmic Gymnastics Near You,Kids Gymnastics Classes,Beginner Gymnastics Classes,Join Our Gymnastics Studio,Top Gymnastics Bay Area,Rhythmic Gymnastics For Kids,Classes For Ages 4 and Up,Professional Gym Coaches,Try A Free Gymnastics Class,Sign Up For A Free Trial,Peninsula & South Bay Gym,Welcome to Bravo Rhythmic Gymnastics! Book a free trial class for your child today.,Professional rhythmic gymnastics classes in Redwood City for kids of all skill levels.,"Build confidence, flexibility, and grace. Conveniently located for Bay Area families.",Beginners welcome! Start your child's gymnastics journey with a free 60-minute trial.
5. Competitors,5.2. Dianas Rhythmic Club,,,https://learn.bravorhythmic.com/trial,Classes,Free-Trial,,,,,,Rhythmic Gymnastics Classes,Bravo Rhythmic Gymnastics,Gymnastics in Redwood City,Book a Free Trial Class,Rhythmic Gymnastics Near You,Kids Gymnastics Classes,Beginner Gymnastics Classes,Join Our Gymnastics Studio,Top Gymnastics Bay Area,Rhythmic Gymnastics For Kids,Classes For Ages 4 and Up,Professional Gym Coaches,Try A Free Gymnastics Class,Sign Up For A Free Trial,Peninsula & South Bay Gym,Welcome to Bravo Rhythmic Gymnastics! Book a free trial class for your child today.,Professional rhythmic gymnastics classes in Redwood City for kids of all skill levels.,"Build confidence, flexibility, and grace. Conveniently located for Bay Area families.",Beginners welcome! Start your child's gymnastics journey with a free 60-minute trial.
1. Local Core (Rhythmic),1.1. Near Me & Bay Area,,,https://learn.bravorhythmic.com/trial,Classes,Free-Trial,,,,,,Rhythmic Gymnastics Classes,Bravo Rhythmic Gymnastics,Gymnastics in Redwood City,Book a Free Trial Class,Rhythmic Gymnastics Near You,Kids Gymnastics Classes,Beginner Gymnastics Classes,Join Our Gymnastics Studio,Top Gymnastics Bay Area,Rhythmic Gymnastics For Kids,Classes For Ages 4 and Up,Professional Gym Coaches,Try A Free Gymnastics Class,Sign Up For A Free Trial,Peninsula & South Bay Gym,Welcome to Bravo Rhythmic Gymnastics! Book a free trial class for your child today.,Professional rhythmic gymnastics classes in Redwood City for kids of all skill levels.,"Build confidence, flexibility, and grace. Conveniently located for Bay Area families.",Beginners welcome! Start your child's gymnastics journey with a free 60-minute trial.
5. Competitors,5.4. RGMIG,,,https://learn.bravorhythmic.com/trial,Classes,Free-Trial,,,,,,Rhythmic Gymnastics Classes,Bravo Rhythmic Gymnastics,Gymnastics in Redwood City,Book a Free Trial Class,Rhythmic Gymnastics Near You,Kids Gymnastics Classes,Beginner Gymnastics Classes,Join Our Gymnastics Studio,Top Gymnastics Bay Area,Rhythmic Gymnastics For Kids,Classes For Ages 4 and Up,Professional Gym Coaches,Try A Free Gymnastics Class,Sign Up For A Free Trial,Peninsula & South Bay Gym,Welcome to Bravo Rhythmic Gymnastics! Book a free trial class for your child today.,Professional rhythmic gymnastics classes in Redwood City for kids of all skill levels.,"Build confidence, flexibility, and grace. Conveniently located for Bay Area families.",Beginners welcome! Start your child's gymnastics journey with a free 60-minute trial.
3. High-Intent / Trial,3.2. Cost & Pricing,,,https://learn.bravorhythmic.com/trial,Classes,Free-Trial,,,,,,Rhythmic Gymnastics Classes,Bravo Rhythmic Gymnastics,Gymnastics in Redwood City,Book a Free Trial Class,Rhythmic Gymnastics Near You,Kids Gymnastics Classes,Beginner Gymnastics Classes,Join Our Gymnastics Studio,Top Gymnastics Bay Area,Rhythmic Gymnastics For Kids,Classes For Ages 4 and Up,Professional Gym Coaches,Try A Free Gymnastics Class,Sign Up For A Free Trial,Peninsula & South Bay Gym,Welcome to Bravo Rhythmic Gymnastics! Book a free trial class for your child today.,Professional rhythmic gymnastics classes in Redwood City for kids of all skill levels.,"Build confidence, flexibility, and grace. Conveniently located for Bay Area families.",Beginners welcome! Start your child's gymnastics journey with a free 60-minute trial.
2. Kids & Beginners (General),2.1. Beginner Rhythmic,,,https://learn.bravorhythmic.com/trial,Classes,Free-Trial,,,,,,Rhythmic Gymnastics Classes,Bravo Rhythmic Gymnastics,Gymnastics in Redwood City,Book a Free Trial Class,Rhythmic Gymnastics Near You,Kids Gymnastics Classes,Beginner Gymnastics Classes,Join Our Gymnastics Studio,Top Gymnastics Bay Area,Rhythmic Gymnastics For Kids,Classes For Ages 4 and Up,Professional Gym Coaches,Try A Free Gymnastics Class,Sign Up For A Free Trial,Peninsula & South Bay Gym,Welcome to Bravo Rhythmic Gymnastics! Book a free trial class for your child today.,Professional rhythmic gymnastics classes in Redwood City for kids of all skill levels.,"Build confidence, flexibility, and grace. Conveniently located for Bay Area families.",Beginners welcome! Start your child's gymnastics journey with a free 60-minute trial.
1. Local Core (Rhythmic),1.2. Redwood City,,,https://learn.bravorhythmic.com/trial,Classes,Free-Trial,,,,,,Rhythmic Gymnastics Classes,Bravo Rhythmic Gymnastics,Gymnastics in Redwood City,Book a Free Trial Class,Rhythmic Gymnastics Near You,Kids Gymnastics Classes,Beginner Gymnastics Classes,Join Our Gymnastics Studio,Top Gymnastics Bay Area,Rhythmic Gymnastics For Kids,Classes For Ages 4 and Up,Professional Gym Coaches,Try A Free Gymnastics Class,Sign Up For A Free Trial,Peninsula & South Bay Gym,Welcome to Bravo Rhythmic Gymnastics! Book a free trial class for your child today.,Professional rhythmic gymnastics classes in Redwood City for kids of all skill levels.,"Build confidence, flexibility, and grace. Conveniently located for Bay Area families.",Beginners welcome! Start your child's gymnastics journey with a free 60-minute trial.
1. Local Core (Rhythmic),,,,,,,About Bravo Gym,https://bravorhythmic.com/about,Meet our professional coaches.,Passionate about gymnastics.,,,,,,,,,,,,,,,,,,,,
1. Local Core (Rhythmic),,,,,,,Class Schedule,https://bravorhythmic.com/schedule-and-tuition,Find a class that fits you.,Morning and evening options.,,,,,,,,,,,,,,,,,,,,
1. Local Core (Rhythmic),,,,,,,Our Programs,https://bravorhythmic.com/rhythmic-programs,Classes for all skill levels.,Recreational to competitive.,,,,,,,,,,,,,,,,,,,,
1. Local Core (Rhythmic),,,,,,,Summer Camps,https://bravorhythmic.com/camps,Fun & engaging summer camps.,Keep kids active this summer.,,,,,,,,,,,,,,,,,,,,
1. Local Core (Rhythmic),,,,,,,Our Staff & Coaches,https://bravorhythmic.com/staff,Learn from the best.,Experienced and caring coaches.,,,,,,,,,,,,,,,,,,,,
1. Local Core (Rhythmic),,,,,,,FAQ for Parents,https://bravorhythmic.com/faq,Got questions? We have answers.,Everything you need to know.,,,,,,,,,,,,,,,,,,,,
2. Kids & Beginners (General),,,,,,,About Bravo Gym,https://bravorhythmic.com/about,Meet our professional coaches.,Passionate about gymnastics.,,,,,,,,,,,,,,,,,,,,
2. Kids & Beginners (General),,,,,,,Class Schedule,https://bravorhythmic.com/schedule-and-tuition,Find a class that fits you.,Morning and evening options.,,,,,,,,,,,,,,,,,,,,
2. Kids & Beginners (General),,,,,,,Our Programs,https://bravorhythmic.com/rhythmic-programs,Classes for all skill levels.,Recreational to competitive.,,,,,,,,,,,,,,,,,,,,
2. Kids & Beginners (General),,,,,,,Summer Camps,https://bravorhythmic.com/camps,Fun & engaging summer camps.,Keep kids active this summer.,,,,,,,,,,,,,,,,,,,,
2. Kids & Beginners (General),,,,,,,Our Staff & Coaches,https://bravorhythmic.com/staff,Learn from the best.,Experienced and caring coaches.,,,,,,,,,,,,,,,,,,,,
2. Kids & Beginners (General),,,,,,,FAQ for Parents,https://bravorhythmic.com/faq,Got questions? We have answers.,Everything you need to know.,,,,,,,,,,,,,,,,,,,,
3. High-Intent / Trial,,,,,,,About Bravo Gym,https://bravorhythmic.com/about,Meet our professional coaches.,Passionate about gymnastics.,,,,,,,,,,,,,,,,,,,,
3. High-Intent / Trial,,,,,,,Class Schedule,https://bravorhythmic.com/schedule-and-tuition,Find a class that fits you.,Morning and evening options.,,,,,,,,,,,,,,,,,,,,
3. High-Intent / Trial,,,,,,,Our Programs,https://bravorhythmic.com/rhythmic-programs,Classes for all skill levels.,Recreational to competitive.,,,,,,,,,,,,,,,,,,,,
3. High-Intent / Trial,,,,,,,Summer Camps,https://bravorhythmic.com/camps,Fun & engaging summer camps.,Keep kids active this summer.,,,,,,,,,,,,,,,,,,,,
3. High-Intent / Trial,,,,,,,Our Staff & Coaches,https://bravorhythmic.com/staff,Learn from the best.,Experienced and caring coaches.,,,,,,,,,,,,,,,,,,,,
3. High-Intent / Trial,,,,,,,FAQ for Parents,https://bravorhythmic.com/faq,Got questions? We have answers.,Everything you need to know.,,,,,,,,,,,,,,,,,,,,
4. Brand Protection,,,,,,,About Bravo Gym,https://bravorhythmic.com/about,Meet our professional coaches.,Passionate about gymnastics.,,,,,,,,,,,,,,,,,,,,
4. Brand Protection,,,,,,,Class Schedule,https://bravorhythmic.com/schedule-and-tuition,Find a class that fits you.,Morning and evening options.,,,,,,,,,,,,,,,,,,,,
4. Brand Protection,,,,,,,Our Programs,https://bravorhythmic.com/rhythmic-programs,Classes for all skill levels.,Recreational to competitive.,,,,,,,,,,,,,,,,,,,,
4. Brand Protection,,,,,,,Summer Camps,https://bravorhythmic.com/camps,Fun & engaging summer camps.,Keep kids active this summer.,,,,,,,,,,,,,,,,,,,,
4. Brand Protection,,,,,,,Our Staff & Coaches,https://bravorhythmic.com/staff,Learn from the best.,Experienced and caring coaches.,,,,,,,,,,,,,,,,,,,,
4. Brand Protection,,,,,,,FAQ for Parents,https://bravorhythmic.com/faq,Got questions? We have answers.,Everything you need to know.,,,,,,,,,,,,,,,,,,,,
5. Competitors,,,,,,,About Bravo Gym,https://bravorhythmic.com/about,Meet our professional coaches.,Passionate about gymnastics.,,,,,,,,,,,,,,,,,,,,
5. Competitors,,,,,,,Class Schedule,https://bravorhythmic.com/schedule-and-tuition,Find a class that fits you.,Morning and evening options.,,,,,,,,,,,,,,,,,,,,
5. Competitors,,,,,,,Our Programs,https://bravorhythmic.com/rhythmic-programs,Classes for all skill levels.,Recreational to competitive.,,,,,,,,,,,,,,,,,,,,
5. Competitors,,,,,,,Summer Camps,https://bravorhythmic.com/camps,Fun & engaging summer camps.,Keep kids active this summer.,,,,,,,,,,,,,,,,,,,,
5. Competitors,,,,,,,Our Staff & Coaches,https://bravorhythmic.com/staff,Learn from the best.,Experienced and caring coaches.,,,,,,,,,,,,,,,,,,,,
5. Competitors,,,,,,,FAQ for Parents,https://bravorhythmic.com/faq,Got questions? We have answers.,Everything you need to know.,,,,,,,,,,,,,,,,,,,,
1. Local Core (Rhythmic),,,,,,,,,,,Free Trial Class,,,,,,,,,,,,,,,,,,,
1. Local Core (Rhythmic),,,,,,,,,,,Ages 4 And Up,,,,,,,,,,,,,,,,,,,
1. Local Core (Rhythmic),,,,,,,,,,,Professional Coaches,,,,,,,,,,,,,,,,,,,
1. Local Core (Rhythmic),,,,,,,,,,,All Skill Levels,,,,,,,,,,,,,,,,,,,
1. Local Core (Rhythmic),,,,,,,,,,,Bay Area Location,,,,,,,,,,,,,,,,,,,
1. Local Core (Rhythmic),,,,,,,,,,,Build Flexibility,,,,,,,,,,,,,,,,,,,
2. Kids & Beginners (General),,,,,,,,,,,Free Trial Class,,,,,,,,,,,,,,,,,,,
2. Kids & Beginners (General),,,,,,,,,,,Ages 4 And Up,,,,,,,,,,,,,,,,,,,
2. Kids & Beginners (General),,,,,,,,,,,Professional Coaches,,,,,,,,,,,,,,,,,,,
2. Kids & Beginners (General),,,,,,,,,,,All Skill Levels,,,,,,,,,,,,,,,,,,,
2. Kids & Beginners (General),,,,,,,,,,,Bay Area Location,,,,,,,,,,,,,,,,,,,
2. Kids & Beginners (General),,,,,,,,,,,Build Flexibility,,,,,,,,,,,,,,,,,,,
3. High-Intent / Trial,,,,,,,,,,,Free Trial Class,,,,,,,,,,,,,,,,,,,
3. High-Intent / Trial,,,,,,,,,,,Ages 4 And Up,,,,,,,,,,,,,,,,,,,
3. High-Intent / Trial,,,,,,,,,,,Professional Coaches,,,,,,,,,,,,,,,,,,,
3. High-Intent / Trial,,,,,,,,,,,All Skill Levels,,,,,,,,,,,,,,,,,,,
3. High-Intent / Trial,,,,,,,,,,,Bay Area Location,,,,,,,,,,,,,,,,,,,
3. High-Intent / Trial,,,,,,,,,,,Build Flexibility,,,,,,,,,,,,,,,,,,,
4. Brand Protection,,,,,,,,,,,Free Trial Class,,,,,,,,,,,,,,,,,,,
4. Brand Protection,,,,,,,,,,,Ages 4 And Up,,,,,,,,,,,,,,,,,,,
4. Brand Protection,,,,,,,,,,,Professional Coaches,,,,,,,,,,,,,,,,,,,
4. Brand Protection,,,,,,,,,,,All Skill Levels,,,,,,,,,,,,,,,,,,,
4. Brand Protection,,,,,,,,,,,Bay Area Location,,,,,,,,,,,,,,,,,,,
4. Brand Protection,,,,,,,,,,,Build Flexibility,,,,,,,,,,,,,,,,,,,
5. Competitors,,,,,,,,,,,Free Trial Class,,,,,,,,,,,,,,,,,,,
5. Competitors,,,,,,,,,,,Ages 4 And Up,,,,,,,,,,,,,,,,,,,
5. Competitors,,,,,,,,,,,Professional Coaches,,,,,,,,,,,,,,,,,,,
5. Competitors,,,,,,,,,,,All Skill Levels,,,,,,,,,,,,,,,,,,,
5. Competitors,,,,,,,,,,,Bay Area Location,,,,,,,,,,,,,,,,,,,
5. Competitors,,,,,,,,,,,Build Flexibility,,,,,,,,,,,,,,,,,,,
